idx,scenario_type,is_cut_in,gap_rmse_m,gap_max_err_m,pos_cum_err_m,jerk_max_pred,jerk_p95_pred,ttc_min_pred_s,accel_rmse_masked,accel_rmse_unmasked,param_rmse_v0,param_mean_v0,param_rmse_T,param_mean_T,param_rmse_s0,param_mean_s0,param_rmse_a,param_mean_a,param_rmse_b,param_mean_b,spike_rate_avg,spike_rate_p95,cut_in_detected
68,urban,True,122.93766482372503,198.80926513671875,198.80926513671875,81.0284194946289,6.184507846832275,0.4250258207321167,0.41495461630773456,0.41248678863067667,14.810796802334208,28.057655334472656,0.44114115200324,0.8050525188446045,2.5540927896078753,4.501646995544434,1.0661522525980645,0.45841971039772034,1.4429061492773365,0.5642556548118591,0.007816964760422707,0.015625,True
69,truck,True,126.4896012277087,252.38262939453125,252.38262939453125,91.64834594726562,3.9730851650238037,0.0,0.34511894751659294,0.34289498798158774,11.547469290893286,31.549243927001953,1.0246685490138696,0.6757040619850159,1.799509428280791,4.740345478057861,0.1897787449549572,0.3491775393486023,0.4900839805795921,0.5125151872634888,0.020776785910129547,0.04062500223517418,True
70,highway,False,130.73232735990507,305.4736328125,305.4736328125,0.7560783624649048,0.41630858182907104,0.0,0.2838391186573168,0.2824939888572916,6.958816736112149,38.3899040222168,0.6425056456570241,0.5000017881393433,2.499993237746395,4.999993324279785,0.9290451378481734,0.29999998211860657,1.0,0.5,0.047120533883571625,0.05625000223517418,False
71,highway,False,179.45340678884557,371.0335693359375,371.0335693359375,0.5374675989151001,0.3066954016685486,0.0,0.21980581021483211,0.21902374524312013,2.0352135133627502,36.840492248535156,0.3577347597073499,0.5000328421592712,2.4999806343582267,4.999980926513672,0.916169994899431,0.30000004172325134,1.0,0.5,0.040026791393756866,0.0468750037252903,False
72,highway,True,213.36673925894414,413.287109375,413.287109375,92.1275405883789,1.5312762260437012,0.0,0.3334336852139656,0.3333532261496833,4.460024017434761,33.753868103027344,0.9735521483795824,0.5324453115463257,2.4022924279531765,4.880230903625488,0.6920339571757704,0.3037112057209015,0.999743118559518,0.5002580881118774,0.029111605137586594,0.046875,True
73,mixed,False,138.50866516759177,328.12872314453125,328.12872314453125,3.891395330429077,1.0705939531326294,0.0,0.18222418788889333,0.18130855610984298,8.939545796198669,30.576908111572266,0.5997450291087393,0.5363827347755432,2.45729267131969,4.954807281494141,0.7998101402277926,0.3001900911331177,0.9999954755985936,0.5000045299530029,0.018075894564390182,0.02500000037252903,False
74,truck,False,138.73710380487492,318.3359375,318.3359375,7.987575054168701,3.397500991821289,0.0,0.1545083037367021,0.15412150677532824,13.936870672629908,34.4989013671875,0.9250703291894382,0.5001693964004517,1.9997398441707939,4.999739646911621,0.19999956481406772,0.3000004291534424,0.4999999999148505,0.5,0.03169196471571922,0.04062500223517418,False
75,highway,False,75.47372631832506,108.2366943359375,81.5694580078125,0.31680792570114136,0.23090961575508118,0.0,0.19962172747501586,0.20090904611720714,5.305207891647337,37.15652847290039,0.6021009738395358,0.500019907951355,2.4999498849498556,4.999949932098389,0.8473702532906523,0.30000004172325134,1.0,0.5,0.042080357670784,0.05312500149011612,False
76,highway,True,135.3072537064403,303.8082275390625,303.8082275390625,39.30446243286133,0.24872823059558868,0.0,0.3615125999467575,0.36054909070481184,2.1559973578657483,33.688392639160156,0.3324611008482761,0.5004602074623108,2.4973511454150965,4.99699592590332,0.7342594211598009,0.30000069737434387,0.9999999696016814,0.5,0.03052232228219509,0.03750000149011612,True
77,urban,False,122.78625844329218,231.37548828125,231.37548828125,14.43014144897461,7.255140781402588,0.0,0.8030883596090028,0.8011638446543314,13.890858849517354,26.98214340209961,0.3383649889830337,0.7404206395149231,2.617898047159169,4.581603527069092,1.0036028067796974,0.5416752696037292,1.2202578498500627,0.9215105175971985,0.007290179375559092,0.015625,False
78,highway,False,8.167803606420494,23.7513427734375,23.7513427734375,17.077659606933594,8.10481071472168,0.0,0.07473219777434702,0.07492197621133413,6.460430446369757,36.033206939697266,0.34222098962186476,0.5000843405723572,2.499977177441725,4.999977111816406,1.0035638662747155,0.30000001192092896,1.0,0.5,0.03702232241630554,0.04375000298023224,False
79,urban,True,187.83676345432153,442.4351806640625,442.4351806640625,39.122703552246094,2.691420316696167,0.0,0.3357851166761131,0.3454348696969271,14.76977028884365,29.939029693603516,0.716722294659288,0.5989706516265869,2.8494822102514767,4.833547592163086,1.1873568139634505,0.3137526512145996,1.4988515100364999,0.5011608004570007,0.015232142060995102,0.02500000037252903,True
80,urban,True,222.3884890071403,380.0078430175781,380.0078430175781,21.45566749572754,5.520715236663818,0.0,0.7472059336614115,0.7470421146549799,12.741336021852494,27.661741256713867,0.4016122587195813,0.8128236532211304,2.5852975947557666,4.522568225860596,0.9994380041445842,0.5435959696769714,1.32173336477713,0.7562655210494995,0.007705357391387224,0.01875000074505806,False
81,urban,False,78.07975407967538,170.9427490234375,170.9427490234375,6.769191741943359,3.0483036041259766,0.0,0.12242119389560156,0.1230633134983631,15.107987782593847,29.100297927856445,0.7238245633751177,0.5762291550636292,2.773851137602005,4.762060165405273,1.1982705424291513,0.3017427623271942,1.4999120756718471,0.5000879764556885,0.013446428813040257,0.01875000074505806,False
